,user_location,id,date,text,in_reply_to_status_id,in_reply_to_user_id,retweet_original_user,retweet_original_tweet_id,hashtags,retweet_count,favorite_count,source,user_id
0,,1517969386249854977,2022-04-23 20:51:18+00:00,"Последствия боевых действий на востоке Украины

#Украина #Ukraine #UkraineWar #RussiaUkraineWar #war #UkraineRussianWar #WARINUKRAINE https://t.co/PreRChVasW",,,,,"['Украина', 'Ukraine', 'UkraineWar', 'RussiaUkraineWar', 'war']",0,0,Twitter for Android,8.027999999732818e+17
1,,1517969260949250048,2022-04-23 20:50:48+00:00,"@TheresiaCrone #climatecrisis and #RussiaUkraineWar both demand a #renewableenergy revolution ! - - - - in this context, not to forget: agro-photovoltaics: good against #climatecrisis + #energydependency + unemployment; and brings even higher #harvest results in many cases (cf. Fraunhofer ISE)",1.517892267335463e+18,1.1931103665339023e+18,,,"['climatecrisis', 'RussiaUkraineWar', 'renewableenergy']",0,0,Twitter Web App,1009678916.0
2,Italia,1517968508813991936,2022-04-23 20:47:49+00:00,"#Russia 🇷🇺 / #Ukraine 🇺🇦

❗❗Explosions reported in Mykolaiv

#UkraineRussianWar
#RussiaUkraineWar 
#UkraineRussiaWar",,,,,"['Russia', 'Ukraine', 'UkraineRussianWar', 'RussiaUkraineWar', 'UkraineRussiaWar']",0,0,Twitter for Android,9.85264069816062e+17
3,,1517967820105170944,2022-04-23 20:45:05+00:00,"#Turkey closes airspace to Russian military aircraft to #Syria: FM Çavuşoğlu 

#Russia #Ukraine #RussiaUkraineWar #NATO #geopolitics #geostrategy

https://t.co/kiuXqOJpA0",,,,,"['Turkey', 'Syria', 'Russia', 'Ukraine', 'RussiaUkraineWar']",1,1,Twitter Web App,132683168.0
4,,1517967450721112064,2022-04-23 20:43:37+00:00,#NaziRussia #Nazi #NaziRussianArmy #WarCrimes #WarCrimesofRussia #genocide #GenocideOfUkrainians #RussiaUkraineWar #War #Ukraine https://t.co/WWfLVxjEjV,,,,,"['NaziRussia', 'Nazi', 'NaziRussianArmy', 'WarCrimes', 'WarCrimesofRussia', 'genocide', 'GenocideOfUkrainians', 'RussiaUkraineWar']",0,0,Twitter for Android,1.49869079270101e+18
5,"Moscow 🆉 55.77174400703612, 3",1517967158143328259,2022-04-23 20:42:27+00:00,"🔥Fuoco di copertura 🔥
per lo spostamento delle colonne dell'esercito delle forze armate Russe.Part 2️⃣
🆉 #Zperlavittoria ✊🇷🇺🆉 #Zaporozhye 
#Donbas #putin #Kharkiv #ZelenskyWarCriminal  #putin #Odessa #kiev #Ucraina #RussianUkrainianWar #RussiaUkraineWar #Donbas #Ukraine️ https://t.co/QRuFuyWNfK",,,,,,0,0,Twitter Web App,1.5056662693071462e+18
6,"Moscow 🆉 55.77174400703612, 3",1517967069207306240,2022-04-23 20:42:06+00:00,"🔥Fuoco di copertura 🔥
per lo spostamento delle colonne dell'esercito delle forze armate Russe.Part 1️⃣
🆉 #Zperlavittoria ✊🇷🇺🆉 #Zaporozhye 
#Donbas #putin #Kharkiv #ZelenskyWarCriminal  #putin #Odessa #kiev #Ucraina #RussianUkrainianWar #RussiaUkraineWar #Donbas #Ukraine️ https://t.co/ow89AZOZzh",,,,,,0,0,Twitter Web App,1.5056662693071462e+18
7,,1517966930220621825,2022-04-23 20:41:33+00:00,#NaziRussia #Nazi #NaziRussianArmy #WarCrimes #WarCrimesofRussia #genocide #GenocideOfUkrainians #RussiaUkraineWar #War #Ukraine https://t.co/BYUMcwFg9x,,,,,"['NaziRussia', 'Nazi', 'NaziRussianArmy', 'WarCrimes', 'WarCrimesofRussia', 'genocide', 'GenocideOfUkrainians', 'RussiaUkraineWar']",0,0,Twitter for Android,1.49869079270101e+18
8,"Moscow 🆉 55.77174400703612, 3",1517966595213168640,2022-04-23 20:40:13+00:00,"🆉 #Zperlavittoria ✊🇷🇺🆉 #Zaporozhye 
#Donbas #putin #Kharkiv #ZelenskyWarCriminal  #putin #Odessa #kiev #Ucraina #RussianUkrainianWar #RussiaUkraineWar #Donbas #Ukraine️ https://t.co/dAnizV5RpQ",,,,,"['Zperlavittoria', 'Zaporozhye', 'Donbas', 'putin', 'Kharkiv', 'ZelenskyWarCriminal', 'putin', 'Odessa', 'kiev', 'Ucraina']",0,0,Twitter Web App,1.5056662693071462e+18
9,"Gdańsk, Polska",1517966203318415360,2022-04-23 20:38:39+00:00,#Scholz #RussiaUkraineWar https://t.co/c0l0ZQIJG3,,,,,"['Scholz', 'RussiaUkraineWar']",0,0,Twitter Web App,2777640456.0
10,,1517965670264287233,2022-04-23 20:36:32+00:00,"#ZelenskyWarCriminal #UkraineRussia #RussiaUkraineWar #Ucraina #GuerraRusiaUcrania Oggi a Gerusalemme, in occasione della festa del Santo Fuoco, è stata issata la bandiera russa https://t.co/3AWGZ7c60r",,,,,"['ZelenskyWarCriminal', 'UkraineRussia', 'RussiaUkraineWar', 'Ucraina', 'GuerraRusiaUcrania']",0,0,Twitter for Android,2491689563.0
11,Islamabad,1517965601427361793,2022-04-23 20:36:16+00:00,"#Exclusive 

@ZelenskyyUa threatens to quit talks if #Russia holds ‘pseudo-referendums’   
#pakustv #NYC #Politics #RussiaUkraineWar #MariupolGenocide #peacetalks #BattleOfDonbas2022 
https://t.co/SwKcaxHnLP",,,,,"['Exclusive', 'Russia', 'pakustv', 'NYC', 'Politics']",0,0,Twitter Web App,942797970.0
12,Ukraine,1517963886649126912,2022-04-23 20:29:27+00:00,"#StopRussia #EU #NATO #RussiaUkraineWar 
@NATO @EmmanuelMacron @OlafScholz @POTUS @BorisJohnson  
 #ArmUkraineNow #NATOINUKRAINENOW https://t.co/H0E1f5JBLP",,,,,"['StopRussia', 'EU', 'NATO', 'RussiaUkraineWar', 'ArmUkraineNow']",0,0,Twitter Web App,151208553.0
13,"Moscow 🆉 55.77174400703612, 3",1517962094850850816,2022-04-23 20:22:20+00:00,"I sistemi di difesa aerea russi hanno abbattuto un elicottero Mi-8 ucraino in direzione #Zaporozhye 🆉 #Zperlavittoria ✊🇷🇺🆉
#Donbas #putin #Kharkiv #ZelenskyWarCriminal  #putin #Odessa #kiev #Ucraina #Russia #RussianUkrainianWar #RussiaUkraineWar #leopoli #Donbas #Ukraine️ https://t.co/nqbe1h04OE",,,,,['Zaporozhye'],2,2,Twitter Web App,1.5056662693071462e+18
14,"Moscow 🆉 55.77174400703612, 3",1517960951269580800,2022-04-23 20:17:47+00:00,"Per i ragazzi
🆉 #Zperlavittoria ✊🇷🇺🆉
#Donbas #putin #Kharkiv #ZelenskyWarCriminal #Zaporizhzhia #putin #Odessa #kiev #Ucraina #Russia #RussianUkrainianWar #RussiaUkraineWar #leopoli #Donbas #Ukraine️ https://t.co/fYWnIOeerw",,,,,"['Zperlavittoria', 'Donbas', 'putin', 'Kharkiv', 'ZelenskyWarCriminal', 'Zaporizhzhia', 'putin', 'Odessa']",0,0,Twitter Web App,1.5056662693071462e+18
15,,1517959353583603712,2022-04-23 20:11:26+00:00,"@RepMTG @SpeakerPelosi 🖕
424-8, House easily passes bill to revoke Russia’s normal trade status, sending bill to Senate. The lone NO votes:
Boebert (R)
Massie (R)
Gaetz (R)
Biggs (R)
Greene (R)
Bishop (R)
Roy (R)
Grothman (R)

#RussiaUkraineWar #RussiaUkraine",1.5179469408304005e+18,1.3443565767868662e+18,,,,0,1,Twitter for Android,1.3169771268687995e+18
16,"Subcarpathia, Poland",1517959236759736325,2022-04-23 20:10:59+00:00,"🇷🇺🇺🇦⚡️ Dyplomatyczne podsumowanie dzisiejszego dnia wojny w Ukrainie:

#Ukraine #Ukraina #RussianArmy #Russia #RussiaUkraineWar #UkraineArmy #Diplomacy https://t.co/QN05IFMbP3",,,,,"['Ukraine', 'Ukraina', 'RussianArmy', 'Russia']",0,0,Twitter Web App,1.427232586473132e+18
17,,1517959178177892352,2022-04-23 20:10:45+00:00,"➡️Ukrayna güçleri Harkov'da bir Rus Orlan-10 İHA'sını İngiltere'den temin edilen Martlet füzesiyle düşürdü.

#Putin #Ukraine #Ukrania #UkraineRussianWar #UkraineRussia #UkraineWar #Russia #RussiaUkraineWar #Ukrainian #SonDakika #SONDAKIKA 
#RussiaUkraine #Zelensky #Putin #Azov https://t.co/hc41V21X6R",,,,,['Putin'],0,0,Twitter for Android,1.1225855439535308e+18
18,Bangalore,1517958724320563200,2022-04-23 20:08:56+00:00,‘യുദ്ധം അവസാനിപ്പിക്കാം’; പുടിനെ ചർച്ചയ്ക്ക് വിളിച്ച് സെലൻസ്കി;  മറുപടി പറയാതെ റഷ്യ #russiaukrainewar #ukraine #ukrain #russia #malayalamnews #war #യുദ്ധം #റഷ്യ #ലോകം #world #worldnews #vladimirputin https://t.co/GF8DLjVBFy,,,,,"['russiaukrainewar', 'ukraine']",0,0,Oneindia Malayalam,18186688.0
19,,1517958357356793863,2022-04-23 20:07:29+00:00,"https://t.co/9atdEyyGE8
#istandwithrussia #RussiaUkraineWar 
#DonbassGenocide 
#VolodymyrZelenskyy #RussiaUkraineConflict #Ukraine️  #FASCISM",,,,,"['istandwithrussia', 'RussiaUkraineWar', 'DonbassGenocide', 'VolodymyrZelenskyy']",0,0,Twitter Web App,1.4660260626353234e+18
20,Islamabad,1517958137051238400,2022-04-23 20:06:36+00:00,"#NEWSUPDATE 

#Russia Admits 1 Dead, 27 Missing After #MoskvaCruiser Sinking - ""The #Moscow Times""  
#pakustv #NYC #MoskvaDown #RussiaUkraineWar #Kremlin 
https://t.co/iH38Dwzmvh",,,,,"['NEWSUPDATE', 'Russia', 'MoskvaCruiser', 'Moscow', 'pakustv', 'NYC']",0,0,Twitter Web App,942797970.0
21,"Moscow 🆉 55.77174400703612, 3",1517957936341032960,2022-04-23 20:05:48+00:00,"""Malditos bastardos""
#Kharkov
🆉 #Zperlavittoria ✊🇷🇺🆉
#Donbas #putin #Kharkiv #ZelenskyWarCriminal #Zaporizhzhia #putin #Odessa #kiev #Ucraina #Russia #RussianUkrainianWar #RussiaUkraineWar #leopoli #Donbas #Ukraine️ https://t.co/PpMnMERyrd",,,,,"['Kharkov', 'Zperlavittoria', 'Donbas', 'putin', 'Kharkiv', 'ZelenskyWarCriminal', 'Zaporizhzhia']",0,0,Twitter Web App,1.5056662693071462e+18
22,Grèce,1517956703282675714,2022-04-23 20:00:54+00:00,"The War in #Ukraine 's #Donbas :Origins, Contexts and the Future
#UkraineRussiaWar #UkraineWar #UkraineRussianWar #UkraineRussia #Zelensky #Russia #RussiaUkraineWar #RussiaUkraine #RussianUkrainianWar #russieukraine 
https://t.co/5FdAxhr0SK https://t.co/7kIoOfC2xJ",,,,,"['Ukraine', 'Donbas', 'UkraineRussiaWar', 'UkraineWar', 'UkraineRussianWar']",0,0,Twitter Web App,874300694.0
23,Groesbeek,1517956347291213829,2022-04-23 19:59:30+00:00,"@OlafScholz Folded hands don't determine your strength, actions do. @Die_Gruenen @fdpbt @sdp #Ukraine️ #RussiaUkraineWar",,38150247.0,,,"['Ukraine️', 'RussiaUkraineWar']",0,0,Twitter for Android,70951306.0
24,"Moscow 🆉 55.77174400703612, 3",1517962094850850816,2022-04-23 20:22:20+00:00,"I sistemi di difesa aerea russi hanno abbattuto un elicottero Mi-8 ucraino in direzione #Zaporozhye 🆉 #Zperlavittoria ✊🇷🇺🆉
#Donbas #putin #Kharkiv #ZelenskyWarCriminal  #putin #Odessa #kiev #Ucraina #Russia #RussianUkrainianWar #RussiaUkraineWar #leopoli #Donbas #Ukraine️ https://t.co/nqbe1h04OE",,,,,['Zaporozhye'],2,2,Twitter Web App,1.5056662693071462e+18
25,Donetsk,1517850252807753728,2022-04-23 12:57:55+00:00,"War is hitting #Odessa. Details still to be confirmed. 
#RussiaUkraineWar https://t.co/SIummTCynO",,,,,"['Odessa', 'RussiaUkraineWar']",115,306,Twitter for Android,2445134780.0
26,,1517945132447903747,2022-04-23 19:14:56+00:00,"The mayor of Odesa speaking tonight:
""The building behind me the occupiers call a military target. It is not a military target.. 8 are confirmed dead including a 3 month old girl""

#Odessa #RussiaUkraineWar https://t.co/O0xN04ZNwe",,,,,,3,1,Twitter for Android,2280606265.0
27,,1517967820105170944,2022-04-23 20:45:05+00:00,"#Turkey closes airspace to Russian military aircraft to #Syria: FM Çavuşoğlu 

#Russia #Ukraine #RussiaUkraineWar #NATO #geopolitics #geostrategy

https://t.co/kiuXqOJpA0",,,,,"['Turkey', 'Syria', 'Russia', 'Ukraine', 'RussiaUkraineWar']",1,1,Twitter Web App,132683168.0
28,Batumi,1517931021811044352,2022-04-23 18:18:52+00:00,"უკრაინის პრეზიდენტმა, ვოლოდიმირ ზელენსკიმ დღეს განაცხადა: „თუ ჩვენ ხალხს განადგურებენ #Mariupol-ში, თუ რეფერენდუმს გამოაცხადებენ უკრაინის ნებისმიერ ოკუპირებულ ტერიტორიაზე, 🇺🇦 ნებისმიერი მოლაპარაკებიდან გამოვა“.
#RussiaUkraineWar #Zelenskyy #Ukraine
სტატია: https://t.co/06qgl6JeB4 https://t.co/QqDWmu4pRl",,,,,['Mariupol'],3,3,Twitter Web App,1.4329997117582418e+18
29,Batumi,1517935082668916737,2022-04-23 18:35:00+00:00,"„ოდესაში დღევანდელი სარაკეტო თავდასხმის 6 მსხვერპლს შორის იყო 3 თვის ბავშვი. კიდევ რამდენი ბავშვი უნდა მოკლას რუსეთი, ტერორიზმის სპონსორ სახელმწიფოთა სიაში რომ მოხვდეს? გვითხარით, ჩვენ დავთვლით,“ - მიხაილო პოდოლიაკი 
#RussiaUkraineWar #Odessa 
https://t.co/IuEgSx1GnA https://t.co/k91Y2ARjp8",,,,,,2,2,Twitter Web App,1.4329997117582418e+18
30,,1509135696623198211,2022-03-30 11:49:23+00:00,"😂😂😂😂😂😂 I wish you try Mr Putin @KremlinRussia_E may God be with
 Ukraine

 #Putin #war #infosec
 #UkraineUnderAttaсk  #RussiaUkraineWar #CyberAttack #Hacked #funny #PutinIsaWarCriminal #Moscow https://t.co/JGITFUEl5h",,,,,"['Putin', 'war', 'infosec']",1,4,Twitter for Android,1.5081276696779205e+18
31,Donetsk,1517850252807753728,2022-04-23 12:57:55+00:00,"War is hitting #Odessa. Details still to be confirmed. 
#RussiaUkraineWar https://t.co/SIummTCynO",,,,,"['Odessa', 'RussiaUkraineWar']",115,306,Twitter for Android,2445134780.0
32,"Kuala Lumpur, Malaysia",1513790584666075140,2022-04-12 08:06:14+00:00,"https://t.co/qMHDxK1aUy

Jack Matlock, US Ambassador to the USSR: We face an avoidable crisis between the US &amp; #Russia that was predictable, willfully precipitated https://t.co/wANadzc8hW

#Biden #Putin #Ukraine #UkraineRussiaWar #RussiaUkraineWar #UkraineRussianWar #NATO #Truth",,,,,,3,1,Twitter Web App,1.1997681328327762e+18
33,,1517947567648169986,2022-04-23 19:24:36+00:00,"A young Russian mother rips off the letter ""Z"" off the windows of her child's nursery.
She has been fined for trying to discredit the Russian army.

Most sad is that a teacher ever thought promoting a brutal war was either a good idea or required of her

#RussiaUkraineWar https://t.co/fmIkfXxbc6",,,,,,1,0,Twitter for Android,2280606265.0
34,Lee aquí 👇🏼 el último TEVDA,1512730438913118208,2022-04-09 09:53:36+00:00,"""Mariposillas en el #estómago"":

https://t.co/V1T43YlKzl

#COVID19 #Covid_19 #COVIDー19 #Contagios #Positivos #Covid #Ukraine #Russia #ToqueDeQueda #Pfizer #EstadoDeAlarma #Rusia #RussiaUkraineWar #Mascarillas @jjaranaz94 #Vacunas #Vaccines #Coronavirus #FelizSabado #Tyler #TEVDA https://t.co/8OojqpSVku",,,,,"['estómago', 'COVID19', 'Covid_19', 'COVIDー19', 'Contagios', 'Positivos', 'Covid']",4,2,Twitter for Android,9.626634991294095e+17
35,Lee aquí 👇🏼 el último TEVDA,1515280534703906825,2022-04-16 10:46:46+00:00,"""Un #cumpleaños #diferente"":

https://t.co/UJgfILigAt

#COVID19 #Covid_19 #COVIDー19 #Contagio #Positivo #Covid #Ukraine #Russia #ToqueDeQueda #EstadoDeAlarma #Rusia #RussiaUkraineWar #Kiev #Putin @jjaranaz94 #Vacuna #Vaccine #Coronavirus #FelizSabado #SabadoSanto #VigiliaPascual https://t.co/NXp1U0eH2W",,,,,"['cumpleaños', 'diferente', 'COVID19', 'Covid_19', 'COVIDー19', 'Contagio', 'Positivo', 'Covid']",2,2,Twitter for Android,9.626634991294095e+17
36,Lee aquí 👇🏼 el último TEVDA,1517599998359314433,2022-04-22 20:23:29+00:00,"""'PedaZitos' de vuelta (IV)"":

https://t.co/fenm0sfOzs

#COVID19 #Covid_19 #COVIDー19 #Contagio #Positivo #Covid #Ukraine #Russia #ToqueDeQueda #Pfizer #EstadoAlarma #Rusia #RussiaUkraineWar #Kiev #Putin @jjaranaz94 #Vacuna #Vaccine #Coronavirus #EarthDay #MarjorieTaylorGreene https://t.co/k2NnXbFScj",,,,,"['COVID19', 'Covid_19', 'COVIDー19', 'Contagio', 'Positivo', 'Covid']",3,2,Twitter for Android,9.626634991294095e+17
37,,1517943452641726465,2022-04-23 19:08:15+00:00,#BREAKING #breastfeeding #Odessa #RussianUkrainianWar #RussiaUkraineWar #UkraineRussianWar #UkraineRussiaWar #UnitedNations Odessa.. bugünki saldırının bir evin içinden videosu https://t.co/3rS00jdsvP,,,,,"['BREAKING', 'breastfeeding', 'Odessa', 'RussianUkrainianWar', 'RussiaUkraineWar', 'UkraineRussianWar', 'UkraineRussiaWar']",1,2,Twitter for iPhone,1.495131422616699e+18
38,127.0. 0.1,1517239007733813250,2022-04-21 20:29:03+00:00,"With the numerous atrocities happening in #Ukraine the #Russian citizens remain in the dark @squad3o3 along with #Anonymous ask everyone to please send factual Intel to #Russia using https://t.co/3w7ZRfvMRU via text, call or email. #UkraineRussianWar #RussiaUkraineWar https://t.co/4xFMgc6lxg",,,,,"['Ukraine', 'Russian']",96,224,Twitter for iPhone,1.0650538280038892e+18
39,Lee aquí 👇🏼 el último TEVDA,1517820406996086784,2022-04-23 10:59:19+00:00,"""'PedaZitos' de vuelta (IV)"":

https://t.co/fenm0sfOzs

#COVID19 #Covid_19 #COVIDー19 #Contagios #Positivos #Covid #Ukraine #Russia #Pfizer #Rusia #RussiaUkraineWar #Kiev #Putin @jjaranaz94 #Vacunas #Vaccines #Coronavirus #FelizSabado #DiaDelLibro #SantJordi #23deAbril #23Abril https://t.co/z48PPaL1Sq",,,,,"['COVID19', 'Covid_19', 'COVIDー19', 'Contagios', 'Positivos', 'Covid']",2,2,Twitter for Android,9.626634991294095e+17
40,Lemont PA,1517510471590592514,2022-04-22 14:27:45+00:00,"I have been reading the brilliant #RussiaUkraineWar coverage of @OzKaterji @Militarylandnet @KofmanMichael @HN_Schlottman @Nrg8000 but if this #ChemicalPlant Fire is as bad as it appears, this will not be a long war. #Russia has lost a unique key tool it needs to make #War.",1.5175104676352696e+18,15308281.0,,,['RussiaUkraineWar'],104,756,Twitter Web App,15308281.0
41,Kyiv - Ukraine ,1517930561045729281,2022-04-23 18:17:02+00:00,"⚡️ #Russia's defense ministry says its troops have conducted a missile strike on a depot containing weapons delivered by the US and European countries to Ukrainian forces near Odessa.
#RussiaUkraineWar",,,,,['Russia'],5,2,Ukraine War 24,1.497198311840825e+18
42,Donetsk,1517850252807753728,2022-04-23 12:57:55+00:00,"War is hitting #Odessa. Details still to be confirmed. 
#RussiaUkraineWar https://t.co/SIummTCynO",,,,,"['Odessa', 'RussiaUkraineWar']",115,306,Twitter for Android,2445134780.0
43,"Kuala Lumpur, Malaysia",1513793216226934784,2022-04-12 08:16:42+00:00,"https://t.co/zx4mSJdzN5

Vote blue to make your dreams untrue

Vote red &amp; you are dead

Don't just sit on the East &amp; West coasts, staring at the horizon, waiting for change

Change starts with you
Have a dream

#Biden #racism #Trump #GQP #BLM #Ukraine #Russia #RussiaUkraineWar",,,,,,2,0,Twitter Web App,1.1997681328327762e+18
44,Ukraine,1517331896358813696,2022-04-22 02:38:09+00:00,"Defenders of Mariupol consider unacceptable the demand of the Russian Federation to lay down their weapons and surrender. 
https://t.co/6At1SP4wk8
#RussiaUkraineWar",,,,,,177,655,Twitter Web App,2288308578.0
45,"London, England",1516638266300243972,2022-04-20 04:41:55+00:00,Ukrainian Using Surveillance drones to locate and destroy Russian Military Vehicles #RussiaUkraineWar #UkraineRussiaWar #Ukraine https://t.co/02hqu1KGKA,,,,,['RussiaUkraineWar'],2,6,Twitter for Android,1.516314909675565e+18
46,"Kuala Lumpur, Malaysia",1513790584666075140,2022-04-12 08:06:14+00:00,"https://t.co/qMHDxK1aUy

Jack Matlock, US Ambassador to the USSR: We face an avoidable crisis between the US &amp; #Russia that was predictable, willfully precipitated https://t.co/wANadzc8hW

#Biden #Putin #Ukraine #UkraineRussiaWar #RussiaUkraineWar #UkraineRussianWar #NATO #Truth",,,,,,3,1,Twitter Web App,1.1997681328327762e+18
47,,1517749297684615169,2022-04-23 06:16:45+00:00,"Erdogan torna a invadere il Kurdistan. Stiamo parlando dello stesso uomo che voleva mediare per la pace Russia-Ucraina? No, vero?

#Erdogan #Kurdistan #Peace #RussiaUkraineWar #Russia #Ukraine️ #Putin #Zelensky #23aprile",,,,,,16,64,Twitter for Android,2322424306.0
48,"Kuala Lumpur, Malaysia",1513770068936900609,2022-04-12 06:44:43+00:00,"https://t.co/YSksBpaYgk

Your homeland is your
- 1st step/word/love
- loved ones &amp; friends

Your country gave you everything you have

If you can't even face the #Truth to save your country, you know who you are

https://t.co/4QKHtSc9Ru

#Biden #Putin #Ukraine #RussiaUkraineWar",,,,,,6,4,Twitter Web App,1.1997681328327762e+18
49,"Sydney, Australia",1504434949201358848,2022-03-17 12:30:17+00:00,"An outstanding article @Consortiumnews by veteran journalist Diana Johnstone. Journalists who don’t know history are not worth reading. Johnstone, who is now close to 90 yrs of age, is not one of those reporters. #RussiaUkraineWar https://t.co/qPzJ66O5B1",,,,,,46,75,Twitter for iPhone,1197040238.0
50,"Kuala Lumpur, Malaysia",1513766272592654338,2022-04-12 06:29:38+00:00,"https://t.co/SCoBsD5MIO

What helps understand what's going on cannot be ugly or inconvenient

#Hypocrisy is ugly, not the #Truth 

https://t.co/4QKHtSc9Ru

#Biden #Putin #Ukraine #UkraineWar #UkraineRussiaWar #RussiaUkraineWar #UkraineUnderAttack #RussiaUkraineConflict #Facts",,,,,['Hypocrisy'],4,4,Twitter Web App,1.1997681328327762e+18
51,In Space,1517677112005734403,2022-04-23 01:29:55+00:00,"What we doing this weekend?

with Mr. 24/7 @FredDiBiaseMDM
Co Host 🎙@FreakySourPatch

Speakers 🔊 @_clairvoyantee @LawWatusi @lana43251285 @100KryptoKeyz @560ft @wpdonutHQ @TACV666 

#ConspiracyTheories #EarthDay #RussiaUkraineWar #NFTs #NFT #EarthDay2022 https://t.co/SVUO4RXLTM",,,,,,8,9,Twitter for iPhone,20993842.0
52,"Kuala Lumpur, Malaysia",1513786121964384257,2022-04-12 07:48:30+00:00,"https://t.co/U0Wonhw2CC

Unity with criminals who dream of violence undermines #RuleOfLaw &amp; makes violence inevitable

Deliberately offensive remarks &amp; call for regime change prolong #UkraineWar

https://t.co/GhPCRTh78H

#Biden #Putin #racism #BLM #Russia #RussiaUkraineWar #NATO",,,,,['RuleOfLaw'],3,1,Twitter Web App,1.1997681328327762e+18
53,,1517885846661251072,2022-04-23 15:19:21+00:00,The rocket and the destructions that it made in #Odesa. #RussiaUkraineWar https://t.co/nJ274h8PDj,,,,,"['Odesa', 'RussiaUkraineWar']",1,0,Twitter for iPhone,1.4975407661298647e+18
54,"Kuala Lumpur, Malaysia",1513786121964384257,2022-04-12 07:48:30+00:00,"https://t.co/U0Wonhw2CC

Unity with criminals who dream of violence undermines #RuleOfLaw &amp; makes violence inevitable

Deliberately offensive remarks &amp; call for regime change prolong #UkraineWar

https://t.co/GhPCRTh78H

#Biden #Putin #racism #BLM #Russia #RussiaUkraineWar #NATO",,,,,['RuleOfLaw'],3,1,Twitter Web App,1.1997681328327762e+18
55,"Kuala Lumpur, Malaysia",1513781999160684544,2022-04-12 07:32:07+00:00,"https://t.co/GpSr7UVPOE

Q1 - How do black Americans benefit from unity with #GQP?

Q2 - Is the President's duty to faithfully execute the Laws optional?

Q3 - Did #NATO expansion &amp; #Biden's offensive remarks about #Putin help #Ukraine?

#BLM #racism
#UkraineWar #RussiaUkraineWar",,,,,['GQP'],2,0,Twitter Web App,1.1997681328327762e+18
56,"Ventura, Ca",1517673391699886080,2022-04-23 01:15:08+00:00,Just a reminder this weekend is the traditional Orthodox Easter in Ukraine. Instead of celebrating they just hope to be alive to see the next day. #RussiaUkraineWar https://t.co/bfAbmQDHQH,,,,,,7,19,Twitter for iPhone,18448119.0
57,"Kuala Lumpur, Malaysia",1513764946911588353,2022-04-12 06:24:22+00:00,"https://t.co/SCoBsD5MIO

Those who don't want to know abt the root cause of #UkraineWar &amp; argue with me, shouldn't be upset that I called them dumb

I don't insult them
I describe them

#Biden #Putin #Trump #racism #BLM #Ukraine #Russia #RussiaUkraineWar #NATO #HumanRights #Truth",,,,,['UkraineWar'],4,6,Twitter Web App,1.1997681328327762e+18
58,"Kuala Lumpur, Malaysia",1513770068936900609,2022-04-12 06:44:43+00:00,"https://t.co/YSksBpaYgk

Your homeland is your
- 1st step/word/love
- loved ones &amp; friends

Your country gave you everything you have

If you can't even face the #Truth to save your country, you know who you are

https://t.co/4QKHtSc9Ru

#Biden #Putin #Ukraine #RussiaUkraineWar",,,,,,6,4,Twitter Web App,1.1997681328327762e+18
59,"Kuala Lumpur, Malaysia",1513766272592654338,2022-04-12 06:29:38+00:00,"https://t.co/SCoBsD5MIO

What helps understand what's going on cannot be ugly or inconvenient

#Hypocrisy is ugly, not the #Truth 

https://t.co/4QKHtSc9Ru

#Biden #Putin #Ukraine #UkraineWar #UkraineRussiaWar #RussiaUkraineWar #UkraineUnderAttack #RussiaUkraineConflict #Facts",,,,,['Hypocrisy'],4,4,Twitter Web App,1.1997681328327762e+18
60,加拿大,1515586695340515337,2022-04-17 07:03:21+00:00,石国鹏老师斥俄粉不读历史：俄罗斯怎么可能会替中国与西方对抗？#石国鹏 #RussiaUkraineWar https://t.co/0sVC0e67QH,,,,,"['石国鹏', 'RussiaUkraineWar']",892,2808,Twitter for iPhone,7.421773675362386e+17
61,India,1517797692713234433,2022-04-23 09:29:03+00:00,"Mariupol done, Kharkiv next?
India Today's @mausamii2u gets you this report from ground zero
#ITVideo #RussiaUkraineWar| @snehamordani https://t.co/gEN63MLqrO",,,,,['ITVideo'],4,8,Twitter Media Studio - LiveCut,19897138.0
62,United Kingdom,1499787117303582726,2022-03-04 16:41:28+00:00,"Trump wouldnt have sat back.
#Putin #Zelensky #UkraineWar  #RussiaUkraineWar https://t.co/85wWixRsy8",,,,,"['Putin', 'Zelensky', 'UkraineWar', 'RussiaUkraineWar']",5,7,Twitter Web App,32854119.0
63,,1517922047615451136,2022-04-23 17:43:12+00:00,"Mariupol, one of the underground bunkers of the Azovstal factory #RussiaUkraineWar #Russia #StandUpForUkraine #Ukraine #UkraineRussia  #StopWarInUkraine #StopRussia #StopPutin #StandWithUkraine https://t.co/6iGfssGLym",,,,,"['RussiaUkraineWar', 'Russia', 'StandUpForUkraine']",10,19,Twitter for Android,341278728.0
64,,1504048732207140868,2022-03-16 10:55:36+00:00,"#BREAKING: Ukraine rejects the idea of being neutral like #Sweden/#Austria: #Ukrainian presidency. @ZelenskyyUa

#UkraineWar #UkraineRussianWar #Russia #Russian #RussianUkrainianWar #RussiaUkraineWar #Putin #Zelensky https://t.co/7I8Yb6HplM",,,,,"['BREAKING', 'Sweden', 'Austria', 'Ukrainian']",12,21,Twitter for Android,1.1453266353878836e+18
