,user_location,id,date,text,in_reply_to_status_id,in_reply_to_user_id,retweet_original_user,retweet_original_tweet_id,hashtags,retweet_count,favorite_count,source,user_id
115,New York,1517969365043494914,2022-04-23 20:51:13+00:00,"#SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt; https://t.co/4gc8odkFaC",1.5154943323919073e+18,1.5133450748720742e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love', 'StopWarInUkraine']",0,0,Twitter Web App,1.5133450748720742e+18
116,Cyprus,1517969346404012033,2022-04-23 20:51:09+00:00,"Budweiser brewer AB InBev is selling its stake in 11 Russian breweries.
In March, AB InBev (BUD) suspended sales of its Budweiser brand in Russia and forfeited financial benefit from its Russian joint venture.
#stopbusinesswithrussia #russia #war #ukraine https://t.co/Xm3X3ike0X",,,,,,0,0,Hootsuite Inc.,1.5103038053673697e+18
117,,1517969119403982848,2022-04-23 20:50:15+00:00,More cash to pay for elections? The mayor’s office doesn’t trust the math https://t.co/XU3xWjCSwj See More Here ==&gt; https://t.co/joUn0JLSCH  #puttin #russia #ukraine #war # #Kyiv #youtube #youtubeshorts #shorts  #videos #luxury #rich,,,,,,0,0,akidthaine-Yugioh,934982760.0
118,"Odessa, Ukraine",1517968747092398082,2022-04-23 20:48:46+00:00,"This is how Russia strikes military facilities with ""high-precision weapons"" in #Odessa. According to the latest data, 8 people died, 18 were injured🔥🇺🇦
#war #odesa #UkraineRussiaWar #Ukraine️ #russia #RussianUkrainianWar #RussianArmy #Russian #NaziRussia #eu #us https://t.co/CboUcDZCn4",,,,,['Odessa'],0,0,Twitter for Android,1.4349598699336663e+18
119,Ukraine🇺🇦,1517968733096005637,2022-04-23 20:48:43+00:00,"#Ukraine 🙏🇺🇦 
#ArmUkraineNow
#CloseTheSky #роССияУБИЦА #UkraineWar #StopPutin #ruSSiakillscivilians #StopRussia #war #stopwar #StopBelarusian #StopRussianAggression  #russianwarinukraine  #геноцид #окупантырф #орда #ордло #кадыровцы #плен #рф200 #z #DJI #thales #Auchan #Scholz https://t.co/4APC6LYJHz",,,,,"['Ukraine', 'ArmUkraineNow', 'CloseTheSky', 'роССияУБИЦА', 'UkraineWar', 'StopPutin', 'ruSSiakillscivilians', 'StopRussia']",0,0,Twitter for Android,4503483681.0
120,Everywhere,1517968727119216643,2022-04-23 20:48:41+00:00,"🇷🇺💢🇺🇦🌏

Ukraine urges UN to do more to rescue civilians https://t.co/SiS2jist7X (Source: @bbcnews cc @meduza_en)

#Ukraine #civilians #humanitarian #evacuation #rescue #Mariupol #war #warinukraine #warinukraine #Russia #RussiaUkraine #Russian",,,,,,0,0,Twitter Web App,2722503240.0
121,Mother Earth 🌍🌬️,1517968691018838017,2022-04-23 20:48:33+00:00,Russia is a failure. #russia #urban #war https://t.co/vNooQUqdj3 https://t.co/9FQuxBFqyv,,,,,"['russia', 'urban', 'war']",0,0,Twitter Web App,494814362.0
122,"Bremen, Deutschland",1517968643572776960,2022-04-23 20:48:21+00:00,"Film z kamery w mieszkaniu w Odessie, w momencie dzisiejszego ataku.

#Ukraine  #wojna #rosja #ukraina #rosjaukraina #WojnaWUkrainie #WarinUkraine #war #russia https://t.co/FKtV1GIPDs",,,,,"['Ukraine', 'wojna', 'rosja', 'ukraina']",0,1,Twitter for Android,1181982529.0
123,,1517968609263378433,2022-04-23 20:48:13+00:00,"COME ON FURY!🥊
#WAR #Furywhyte #ANDSTILL",,,,,"['WAR', 'Furywhyte', 'ANDSTILL']",0,0,Twitter Web App,1963609388.0
124,,1517968487288868868,2022-04-23 20:47:44+00:00,Visible Escorts Label Females within the Jalandhar See More  Here ==&gt; https://t.co/D626og7AUl   #puttin #russia #ukraine #war # #Kyiv #youtube #youtubeshorts #shorts  #videos #luxury #rich,,,,,"['puttin', 'russia']",0,0,akidthaine-Yugioh,934982760.0
125,Ukraine🇺🇦,1517968413750083584,2022-04-23 20:47:26+00:00,"#Ukraine 🙏🇺🇦 
#ArmUkraineNow
#CloseTheSky #роССияУБИЦА #UkraineWar #StopPutin #ruSSiakillscivilians #StopRussia #war #stopwar #StopBelarusian #StopRussianAggression  #russianwarinukraine  #геноцид #окупантырф #орда #ордло #кадыровцы #плен #рф200 #z #DJI #thales #Auchan #Scholz https://t.co/a9YCb8omuB",,,,,"['Ukraine', 'ArmUkraineNow', 'CloseTheSky', 'роССияУБИЦА', 'UkraineWar', 'StopPutin', 'ruSSiakillscivilians', 'StopRussia']",0,0,Twitter for Android,4503483681.0
126,New York,1517968390270373895,2022-04-23 20:47:21+00:00,"#SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/rqJ7HEHdBf",1.517718392698024e+18,1.5133450748720742e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love', 'StopWarInUkraine']",0,0,Twitter Web App,1.5133450748720742e+18
127,Polska,1517968375544221696,2022-04-23 20:47:17+00:00,"❗️🇺🇦 Украинские источники подтверждают как минимум четыре мощных взрыва в #Одессе.

#Odessa #Odesa 
#Одесса #Одеса 

#WAR #Ukraine️
#StopRussia #StopPutinNOW #StopRussianAggression #UkraineRussiaWar #Ukraina #WARINUKRAINE #war #ukrainawar #wojna #UkraineUnderAttaсk #Ucraina https://t.co/JRLMLtXdmZ",,,,,"['Одессе', 'Odessa', 'Odesa', 'Одесса', 'Одеса']",0,0,Twitter for Android,1522673454.0
128,,1517968373363007493,2022-04-23 20:47:17+00:00,"Peace Business Card https://t.co/hu0BJQxiCN via @zazzle 
#Peace #PeaceSign #War #Love #Conflict #Invasion #Ukraine #Russia #Decor #Art #Home #Office #Stationery #Card #OfficeSupplies #Business #BusinessSupplies #BusinessCard",,,,,"['Peace', 'PeaceSign', 'War', 'Love', 'Conflict', 'Invasion', 'Ukraine']",0,0,Twitter Web App,21466812.0
129,New York,1517968360591474688,2022-04-23 20:47:14+00:00,"#SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/rqJ7HEHdBf",1.5177197849593938e+18,1.5133450748720742e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love', 'StopWarInUkraine']",0,0,Twitter Web App,1.5133450748720742e+18
130,New York,1517968319890006017,2022-04-23 20:47:04+00:00,"#SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/rqJ7HEHdBf",1.5177192000385434e+18,1.5133450748720742e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love', 'StopWarInUkraine']",0,0,Twitter Web App,1.5133450748720742e+18
131,New York,1517968283600834561,2022-04-23 20:46:55+00:00,"@nursing_podcast #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/rqJ7HEHdBf",1.5177141249139712e+18,1.4694065134291067e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",0,0,Twitter Web App,1.5133450748720742e+18
132,New York,1517968233034391554,2022-04-23 20:46:43+00:00,"@nursing_podcast @susantananda3 #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/rqJ7HEHdBf",1.517965060722856e+18,1.5133450748720742e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war']",0,0,Twitter Web App,1.5133450748720742e+18
133,New York,1517968197177290753,2022-04-23 20:46:35+00:00,"@nursing_podcast #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/rqJ7HEHdBf",1.5122811470316216e+18,1.4694065134291067e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",0,0,Twitter Web App,1.5133450748720742e+18
134,New York,1517968174221774849,2022-04-23 20:46:29+00:00,"@nursing_podcast #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/rqJ7HEHdBf",1.5115002016300933e+18,1.4694065134291067e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",0,0,Twitter Web App,1.5133450748720742e+18
135,New York,1517968125047812096,2022-04-23 20:46:18+00:00,"@nursing_podcast @chrisrock @opensea #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/rqJ7HEHdBf",1.5179659962161807e+18,1.5133450748720742e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war']",0,0,Twitter Web App,1.5133450748720742e+18
136,New York,1517968092046970884,2022-04-23 20:46:10+00:00,"@nursing_podcast @chrisrock @opensea #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/rqJ7HEHdBf",1.517962521390592e+18,1.5133450748720742e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war']",0,0,Twitter Web App,1.5133450748720742e+18
137,New York,1517968065115291648,2022-04-23 20:46:03+00:00,"@Klitschko #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/rqJ7HEpCcF",1.5034058723153142e+18,18869484.0,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",0,0,Twitter Web App,1.5133450748720742e+18
138,New York,1517968039576313858,2022-04-23 20:45:57+00:00,"@nursing_podcast #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/rqJ7HEHdBf",1.5177087647654257e+18,1.4694065134291067e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",0,0,Twitter Web App,1.5133450748720742e+18
139,,1517968031703465984,2022-04-23 20:45:55+00:00,"So #democrats are allowed to make posts making fun of Madison and #republicans but they wanna get big mad when #republicans do the same back to them, lol. @JDCocchiarella @AaronParnas @CalltoActivism @jojofromjerz #politics #war #wars #russia #resist #joebiden #biden #trump #CNN",,,,,"['democrats', 'republicans']",0,0,Twitter for iPhone,1.3201394742195896e+18
140,New York,1517968015094128640,2022-04-23 20:45:51+00:00,"@nursing_podcast #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -=&gt;  https://t.co/rqJ7HEHdBf",1.515481556923687e+18,1.4694065134291067e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",0,0,Twitter Web App,1.5133450748720742e+18
141,Iraq,1514364167515521032,2022-04-13 22:05:27+00:00,"Russian police break up a concert by painist, Alexei Lyubimov because he played music of Ukranian composer, Valentin Silvestrov.

#Ukraine #Russia #Music #Kiev #Zelensky #Putin #War #UkraineRussiaWar https://t.co/R75RsQcoc4",,,,,,425,1113,Twitter for iPhone,1.3482153148829737e+18
142,"Brooklyn, New York, USA",1517706621266403329,2022-04-23 03:27:10+00:00,"@marmsregine8 #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto  #hope  #buynow -&gt; https://t.co/hTkYLb53CA",1.5173497388274235e+18,1.4694065134291067e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",1,0,Twitter Web App,1.4694065134291067e+18
143,6 круг по Данте,1517963668725583873,2022-04-23 20:28:35+00:00,"Consequences of a missile strike in Odessa.

People were preparing for Easter, children were helping their parents, and many people were looking forward to tomorrow's holy day.
And the lives of five of these people were taken by blood-soaked russia. That's unforgivable.
#war https://t.co/LMDYandRPM",,,,,,35,98,Twitter for iPhone,867698948.0
144,"Brooklyn, New York, USA",1517706695811772417,2022-04-23 03:27:28+00:00,"@marmsregine8 #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto  #hope  #buynow -&gt; https://t.co/hTkYLb53CA",1.5173521790651433e+18,1.4694065134291067e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",1,0,Twitter Web App,1.4694065134291067e+18
145,"Brooklyn, New York, USA",1517714282028453890,2022-04-23 03:57:37+00:00,"@marmsregine8 #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt; https://t.co/g4w05qsQXx",1.5169972833799168e+18,1.5133450748720742e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",1,0,Twitter Web App,1.4694065134291067e+18
146,6 круг по Данте,1517963668725583873,2022-04-23 20:28:35+00:00,"Consequences of a missile strike in Odessa.

People were preparing for Easter, children were helping their parents, and many people were looking forward to tomorrow's holy day.
And the lives of five of these people were taken by blood-soaked russia. That's unforgivable.
#war https://t.co/LMDYandRPM",,,,,,35,98,Twitter for iPhone,867698948.0
147,Italia,1517955533193588744,2022-04-23 19:56:16+00:00,"I paesi membri della @NATO sono favorevoli alla #pace...🤔🤔ah no @Canada e @Belgium inviano armi.
#UkraineRussiaWar #war #RussiaUkraineConflict  #armi https://t.co/VdqtaLfAPq",,,,,"['pace', 'UkraineRussiaWar']",5,6,Twitter for Android,9.097812593411727e+17
148,6 круг по Данте,1517963668725583873,2022-04-23 20:28:35+00:00,"Consequences of a missile strike in Odessa.

People were preparing for Easter, children were helping their parents, and many people were looking forward to tomorrow's holy day.
And the lives of five of these people were taken by blood-soaked russia. That's unforgivable.
#war https://t.co/LMDYandRPM",,,,,,35,98,Twitter for iPhone,867698948.0
149,6 круг по Данте,1517963668725583873,2022-04-23 20:28:35+00:00,"Consequences of a missile strike in Odessa.

People were preparing for Easter, children were helping their parents, and many people were looking forward to tomorrow's holy day.
And the lives of five of these people were taken by blood-soaked russia. That's unforgivable.
#war https://t.co/LMDYandRPM",,,,,,35,98,Twitter for iPhone,867698948.0
150,"Ukraine, Lviv",1517813933184368640,2022-04-23 10:33:35+00:00,"#war 
59th day

War is war, but when you are at your mother's home, Easter has to be on time) Juggling between work and art🎨
Family preparation in full swing) 

#freeUkraine #livethroughwar https://t.co/KjHfMvpqLL",,,,,['war'],21,411,Twitter for iPhone,2318865943.0
151,Sábados 20:30 en @radio5_rne,1517473418257514496,2022-04-22 12:00:30+00:00,"@CodigoCrystal 
#Inteligencia
#Espionaje
#intelligence
#war 
#RussiaUkraine https://t.co/Ztj7KDlTve",,1.389155074094649e+18,,,"['Inteligencia', 'Espionaje', 'intelligence', 'war', 'RussiaUkraine']",5,17,Twitter Web App,1.389155074094649e+18
152,New York,1517720849348022272,2022-04-23 04:23:43+00:00,"#SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/b2bBtOXt2k",1.5176807751220677e+18,1.5133450748720742e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love', 'StopWarInUkraine']",1,0,Twitter Web App,1.5133450748720742e+18
153,"Vancouver, British Columbia",1517772237377392640,2022-04-23 07:47:54+00:00,"Children on the front lines live under the threat of shelling, air strikes, fighting or landmines, and they live in terror. I always hear them talk about the kinds of weapons and the threat of landmines. #USA stop #war profiteering! https://t.co/Ju5FL2yCCT",,,,,,2,2,Twitter for Android,295698191.0
154,Ukraine,1517937599226294272,2022-04-23 18:45:00+00:00,"Твой выбор?

@arestovych @FeyginMark4 

https://t.co/c3ejQiq3u6

#WARINUKRAINE #war #Ukraine️ #UkraineWar https://t.co/c1ms4va4Nz",,,,,"['WARINUKRAINE', 'war', 'Ukraine️', 'UkraineWar']",15,86,Twitter Web App,1.5146678254488248e+18
155,New York,1517963746093772800,2022-04-23 20:28:54+00:00,"@nursing_podcast #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;   https://t.co/4XfHvjDWgY",1.5177159260781773e+18,1.4694065134291067e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",1,0,Twitter Web App,1.5133450748720742e+18
156,"Веру, будзе жыць заўсёды! ",1517927797850877953,2022-04-23 18:06:03+00:00,"ВСУ 🇺🇦 продолжают утилизировать российско-фашистские войска. 
#Ukraine #UkraineRussianWar #UkraineWar #War https://t.co/3JGK8cb3a3",,,,,"['Ukraine', 'UkraineRussianWar', 'UkraineWar', 'War']",10,37,Twitter Web App,9.840463869026836e+17
157,,1517939163810648068,2022-04-23 18:51:13+00:00,"Marianna Deutsch, a Hungarian girl deported to #Auschwitz  in 1944 and murdered in a gas chamber. 
@AuschwitzMuseum
 #nazismo #fascismo #nazism #fascism #guerra #war #crudeltà #cruelty #follia #violenza #violence https://t.co/QVR520vHRv",,,,,['Auschwitz'],1,0,Twitter Web App,377894223.0
158,New York,1517964395166449674,2022-04-23 20:31:28+00:00,"@nursing_podcast @chrisrock @opensea #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/AOoqN1t9QG",1.5166144132305224e+18,1.4694065134291067e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war']",1,0,Twitter Web App,1.5133450748720742e+18
159,"Bremen, Deutschland",1517898879030771717,2022-04-23 16:11:08+00:00,"Zniszczony Tigr przez ukraińskie siły zbrojne.
#Ukraine  #wojna #rosja #ukraina #rosjaukraina #WojnaWUkrainie #WarinUkraine #war #russia https://t.co/XYqNRgccJ6",,,,,"['Ukraine', 'wojna', 'rosja', 'ukraina', 'rosjaukraina', 'WojnaWUkrainie']",0,10,Twitter for Android,1181982529.0
160,New York,1517963876561829890,2022-04-23 20:29:25+00:00,"@nursing_podcast @chrisrock @opensea #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;   https://t.co/4XfHvjDWgY",1.5166144132305224e+18,1.4694065134291067e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war']",1,0,Twitter Web App,1.5133450748720742e+18
161,"Ukraine, Lviv",1517910094863863811,2022-04-23 16:55:42+00:00,"#war 
59th day

While Ukrainian people're going to church to have their Easter blessed, ru are killing agressively.. Ohh #Odesa , 3-month old baby died in the attacked building..omg..

Only such stories help to move along: puppies defending new-born kittens💙💛
#freeUkraine https://t.co/ZED19jfYUr",,,,,['war'],30,145,Twitter for iPhone,2318865943.0
162,,1517938423448887297,2022-04-23 18:48:16+00:00,"Alžběta Karsová, a Czech girl deported to #Auschwitz  on 6 October 1944 and murdered in a gas chamber. 
@AuschwitzMuseum
 #nazismo #fascismo #nazism #fascism #guerra #war #crudeltà #cruelty #follia #violenza #violence https://t.co/2ePjy3UUuL",,,,,['Auschwitz'],1,0,Twitter Web App,377894223.0
163,New York,1517966020039921664,2022-04-23 20:37:56+00:00,"@nursing_podcast @susantananda3 #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/jmRdSRi2L2",1.5161138176835092e+18,1.4694065134291067e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war']",1,0,Twitter Web App,1.5133450748720742e+18
164,,1517966995052011522,2022-04-23 20:41:48+00:00,"@France24_en United Nations security Council , October/ September, 2021 ,Said , #AzovBattalion are War Criminals and Neo-nazi's. #Mariupol #Azovstal #ZelenskyWarCriminal #war #NATO @vonderleyen #UrsulaVonDerLeyen @UNGeneva @BBCNews @washingtonpost @UNOCHA @Europarl_EN @EU_Commission @CIJ_ICJ https://t.co/ibhY9WNyKu",1.5179666819847496e+18,25049056.0,,,['AzovBattalion'],1,0,Twitter for Android,1.2818975639611392e+18
165,World Wide,1517605287766675459,2022-04-22 20:44:31+00:00,"🇷🇺❌🇺🇦 Russian invasion| Day 58

AN-26 after hitting an electrical pole and crashing.  

#War #Rage #Military 
#Warcrimes #Russia #Ukraine 
#Norway #USA #Donbass https://t.co/Nj2KSkuHFz",,,,,"['War', 'Rage', 'Military']",64,147,Twitter for Android,1.2848906939079516e+18
166,Somewhere,1517946914733686784,2022-04-23 19:22:01+00:00,"The Artwork : Ukraine
Blowing up the Tank
#Ukraine #UkraineRussiaWar #UkraineWar #war #UkraineUnderAttack #Russia #Ukrainian  #Russian #Donbas #Mariupol @Ukraine https://t.co/NnX1OJWIhZ",,,,,"['Ukraine', 'UkraineRussiaWar', 'UkraineWar', 'war', 'UkraineUnderAttack', 'Russia']",1,1,Twitter Web App,1.4920295160504033e+18
167,Brazil,1517839452936097792,2022-04-23 12:15:00+00:00,"383. 'Skull Heart War Flag' black and white gouache painting by James McCormack, Artist #BuyIntoArt #war #flag #skull #heart #warflag #red #black #white #symbol https://t.co/NULTShUHzg https://t.co/LpzS8E4j2J",,,,,"['BuyIntoArt', 'war', 'flag']",25,24,TweetDeck,30901453.0
168,"Bremen, Deutschland",1517763983968714753,2022-04-23 07:15:07+00:00,"Rosjanie w okolicach Charkowa wpadli na precyzyjnie przygotowana zasadzkę oddziału sił specjalnych Alfa.
#Ukraine  #wojna #rosja #ukraina #rosjaukraina #WojnaWUkrainie #WarinUkraine #war #russia https://t.co/TDRdHjvlYT",,,,,['Ukraine'],9,51,Twitter for Android,1181982529.0
169,"Веру, будзе жыць заўсёды! ",1517949119528058881,2022-04-23 19:30:46+00:00,"Россия /Московия со дня полномасштабного вторжения в Украину потеряла более 331 единиц авиации  
- 177 +1 самолетов🔥
- 154 +1 вертолетов🔥
#Ukraine #UkraineRussianWar #UkraineWar #War https://t.co/qXJCAkIc5V",,,,,,20,57,Twitter Web App,9.840463869026836e+17
170,6 круг по Данте,1517963668725583873,2022-04-23 20:28:35+00:00,"Consequences of a missile strike in Odessa.

People were preparing for Easter, children were helping their parents, and many people were looking forward to tomorrow's holy day.
And the lives of five of these people were taken by blood-soaked russia. That's unforgivable.
#war https://t.co/LMDYandRPM",,,,,,35,98,Twitter for iPhone,867698948.0
171,,1517800970687852546,2022-04-23 09:42:05+00:00,"Okupanci w #Mariupolu zaczęli rozbierać ruiny teatru, by ukryć ślady własnej zbrodni.

#wojna #wojnanaukrainie #war https://t.co/7ZTNRC9xcm",,,,,"['Mariupolu', 'wojna', 'wojnanaukrainie', 'war']",1,0,Twitter Web App,1.511331686205866e+18
172,"Bremen, Deutschland",1517945895970648064,2022-04-23 19:17:58+00:00,"Azpv trafiony w Avomashu. Film sprzed paru dni.
 #Ukraina #Rosja #wojna #war #warinukraine #ukraine #rusaia https://t.co/m7Wh9PWXlW",,,,,"['Ukraina', 'Rosja', 'wojna', 'war', 'warinukraine', 'ukraine', 'rusaia']",2,2,Twitter for Android,1181982529.0
173,6 круг по Данте,1517963668725583873,2022-04-23 20:28:35+00:00,"Consequences of a missile strike in Odessa.

People were preparing for Easter, children were helping their parents, and many people were looking forward to tomorrow's holy day.
And the lives of five of these people were taken by blood-soaked russia. That's unforgivable.
#war https://t.co/LMDYandRPM",,,,,,35,98,Twitter for iPhone,867698948.0
174,,1517396878060658690,2022-04-22 06:56:22+00:00,"Prawie każdy zakątek w #Buczy jest teraz miejscem zbrodni – Human Rights Watch.

#war #WojnaWUkrainie #wojna https://t.co/FF6REoYoPr",,,,,"['Buczy', 'war', 'WojnaWUkrainie', 'wojna']",2,0,Twitter Web App,1.511331686205866e+18
175,Global,1517609214256066565,2022-04-22 21:00:07+00:00,"👉 War and preparations for #war are not just the pit into which trillions of dollars that could be used to prevent environmental damage are dumped, but also a major direct cause of that environmental damage https://t.co/cs99boa6xB #EarthDay22 #InvestInOurPlanet #WorldEarthDay https://t.co/m6SZbCenxT",,,,,['war'],14,17,Buffer,2300691618.0
176,"NYC, Queens",1516161607910535177,2022-04-18 21:07:50+00:00,"@IAPonomarenko I see further like this…

Nie wiem kto to “namalował”... ale chyba nie trzeba nic więcej mówić... Ależ to jest dobre…
Respect!! 🇺🇦🇵🇱✊🏼💪✌🏼
No words needed!!
#war #Ukraine #Ukraineunderattack #standwithukraine #westandwithukraine #mrpresident #zelenskiy #zelenskiy_official #z https://t.co/iep5ECbaJt",1.5161478441215713e+18,262219168.0,,,,16,100,Twitter for iPad,2736573844.0
